"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C16",13.32,7.554,2.605,3.237,0.201,3.687,0.537,0.135,8.746,25.514,162.783,20.722,1.175,10.556,0.668,5.365,20.121,0.443,0.183,3.79,6.77,3.212,1.442,2.173,0.865,0.971,232.332,7.455,0.59,302.186,23.371,1.919,0.246,0.236,3.832,0.07,3.337,0.548,0.427,0.144,0.786,7.051,5.272,1.406,1.089,1.746,0.533,1.63,2.523,0,226.304,0,0.017,2.655,11.152,2.156,0.414,5804.647,-642.028,6310.822
"TTL_C17_18",161.969,6.573,80.806,10.136,4.963,60.122,5.533,2.339,905.228,1137.525,92.008,5807.284,47.206,368.222,100.134,219.665,550.284,9.133,4.171,74.335,273.447,106.318,44.859,26.906,1.858,18.538,654.08,85.387,26.849,268.601,1586.301,66.625,27.592,13.36,85.849,34.197,139.555,231.238,82.611,75.622,609.429,82.926,724.633,184.545,326.442,441.616,46.501,130.171,72.275,0,522.998,0.003,18.235,3.649,6.041,7.313,2.727,2006.114,-3881.511,14801.541
"TTL_C19",2192.446,272.617,2382.986,593.031,98.017,1572.327,202.993,88.445,417.156,744.513,141.237,230.21,12101.782,3295.075,46.15,312.262,1129.397,246.413,23.191,124.338,168.215,169.672,58.646,74.584,5.618,35.267,521.657,2827.936,239.034,2082.392,3445.073,5688.376,2277.22,3634.097,846.686,114.87,193.097,36.449,97.167,37.717,486.813,161.371,280.751,235.037,599.51,228.468,47.904,127.754,99.279,0,3544.592,0.005,0.96,17.424,14.436,12.905,9.931,1876.516,-13351.854,43160.158
"TTL_C20",7637.653,52.921,205.594,369.845,53.488,1113.964,141.442,39.678,841.942,7185.857,463.003,1366.432,3637.203,20489.888,673.993,8009.4,2243.056,111.628,37.642,374.096,1343.426,555.994,154.051,205.696,35.059,85.057,2391.705,232.75,268.311,1885.865,759.28,94.156,39.627,45.41,123.99,4.886,177.249,54.629,12.432,20.461,81.891,213.873,276.766,146.093,123.271,177.655,134.431,91.222,221.828,0,1132.352,0.079,28.967,14.198,1.662,5.361,2.64,11959.217,-30219.063,47931.199
"TTL_C21",1054.001,1.802,103.342,33.29,7.031,131.467,4.996,0.989,181.417,190.86,4.4,5.908,22.253,396.839,2694.625,26.262,12.263,2.884,0.703,3.795,36.235,3.486,11.37,1.7,0.209,1.321,152.34,24.639,27.719,34.573,203.579,20.95,11.046,8.003,9.899,1.995,9.083,1.836,1.739,0.521,8.642,8.946,253.951,8.01,336.712,108.578,1739.745,52.453,33.151,0,2586.462,0.027,2.317,9.016,7.526,3.342,2.208,245.371,-3651.204,7196.621
"TTL_C22",604.321,28.492,168.963,152.26,24.86,225.111,29.515,9.684,1209.792,4123.616,121.684,388.722,191.871,1056.197,148.242,3424.498,497.955,19.018,9.939,250.688,1210.637,644.423,250.921,458.805,13.785,172.969,1584.836,70.769,101.52,3076.483,1985.801,451.906,36.903,21.202,112.139,10.484,76.9,19.371,24.657,6.593,81.463,129.685,167.525,82.686,60.184,68.791,25.282,46.165,45.156,0,548.707,0.001,0.074,22.315,13.786,0.651,0.074,8716.833,-9946.143,23079.766
"TTL_C23",344.775,15.654,64.5,60.242,22.532,413.807,56.207,9.387,662.577,179.298,108.481,19.6,85.629,341.284,61.033,312.373,10326.841,140.898,15.552,168.126,710.457,255.755,66.23,125.255,14.189,33.796,554.759,140.329,62.796,22302.308,433.075,41.445,36.635,2.553,44.963,2.262,107.73,2.046,7.223,1.324,32.049,644.36,107.915,25.164,51.023,96.203,12.041,33.669,33.675,0,651.152,0.001,0.034,6.242,4.251,0.455,0.006,3607.64,-2547.324,41112.481
"TTL_C24A",73.159,7.848,12.645,201.729,94.89,402.014,12.843,15.515,33.32,133.188,47.378,23.954,115.468,80.294,4.139,268.436,711.589,3969.449,66.635,5766.27,1021.991,1049.705,1647.965,789.853,132.489,725.178,1458.541,201.979,220.946,7115.243,326.292,31.327,20.36,0.997,51.541,0.541,3.239,0.469,1.279,0.357,7.139,73.551,90.017,8.877,15.623,14.217,1.121,11.312,11.643,0,3.135,0,0.01,3.041,0.414,0.087,0.001,8962.147,-12953.986,23089.403
"TTL_C24B",240.267,18.041,101.293,69.577,17.977,206.918,14.258,7.511,274.758,310.111,47.255,66.524,149.356,390.269,21.465,156.453,282.875,339.203,584.69,1423.753,1629.043,1265.71,410.789,246.772,27.423,198.465,1219.36,152.102,150.335,1706.466,372.218,71.999,16.16,10.798,40.513,5.217,59.073,4.426,21.058,4.873,22.683,53.035,49.193,15.509,59.718,24.345,11.256,14.649,15.732,0,568.282,0.091,0.669,479.312,6.185,0.111,7.325,2080.634,-7506.385,8237.696
"TTL_C25",309.089,36.245,65.689,311.885,63.34,450.571,34.689,35.904,541.757,766.084,168.279,73.261,189.716,387.357,30.996,286.632,471.616,228.027,26.794,2342.738,1500.356,682.816,954.249,471.442,92.841,358.133,1660.802,203.272,63.93,6691.935,919.39,71.09,30.394,12.221,75.542,3.21,66.511,16.808,64.549,16.404,107.614,214.2,290.875,72.464,217.493,63.65,10.662,48.845,45.595,0,341.666,0.064,49.801,122.386,25.428,0.811,0.317,7826.365,-9840.493,20374.308
