"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_G",2531.73,25.048,110.38,284.228,946.674,88.335,41.993,9.916,5998.631,1239.363,119.243,792.617,1230.211,1729.417,379.872,971.847,589.597,461.037,33.222,334.98,462.547,317.212,501.178,481.812,7.43,79.557,479.204,705.804,215.816,3029.649,6173.722,1494.218,10.115,303.464,163.392,31.19,1953.102,99.84,349.003,124.234,197.647,221.579,359.727,409.166,901.871,323.597,1884.397,390.48,493.151,0,24222.702,4.604,342.453,7616.693,640,248.919,162.099,5996.452,-12220.503,67095.861
"TTL_H49",373.246,15.14,16.415,274.272,972.581,44.496,38.84,6.582,1009.859,121.101,42.609,167.439,377.131,243.859,40.905,125.442,257.808,151.941,10.115,85.313,57.555,61.503,92.086,66.167,0.998,14.647,99.772,330.788,77.119,818.393,2306.677,975.144,1.794,31.5,247.983,80.512,251.174,23.712,58.748,22.8,114.6,54.805,136.384,105.397,406.403,209.061,297.829,76.767,123.203,0,9146.367,0.25,21.711,702.361,63.103,328.606,260.906,996.805,-1642.109,21396.618
"TTL_H50",21.75,8.214,20.088,21.841,420.491,5.362,9.122,0.669,86.962,21.937,6.898,23.379,168.001,35.252,4.904,16.52,20.707,23.329,2.576,11.402,8.822,11.818,11.905,7.336,0.214,2.195,14.6,18.726,3.986,56.549,941.766,149.193,61.853,3.448,264.657,5.298,11.569,1.782,6.949,3.367,9.116,2.447,30.146,13.23,67.063,8.718,21.505,12.865,8.45,0,332.479,0.052,2.937,62.618,9.774,73.727,45.105,64.5,-2893.701,386.464
"TTL_H51",41.467,1.379,1.954,6.042,192.498,1.99,1.666,0.408,101.804,18.91,3.453,17.198,22.482,25.636,6.905,15.563,15.367,5.08,0.758,5.67,8.773,10.618,12.595,6.356,0.155,2.518,13.583,10.754,6.545,99.501,280.369,26.831,0.237,160.212,66.822,20.938,38.356,7.994,22.442,16.053,96.274,18.824,62.553,38.608,175.101,40.796,58.843,29.626,13.629,0,954.68,0.018,3.394,142.774,5.353,218.438,191.308,1771.699,-694.981,4424.819
"TTL_H52",78.191,2.904,9.524,63.735,211.902,10.43,6.002,1.879,231.545,29.484,9.663,42.012,126.173,55.358,10.645,27.096,44.336,27.226,2.14,18.624,12.7,15.153,21.867,21.356,0.262,3.97,25.273,64.865,20.157,166.335,1324.997,471.584,9.63,224.036,381.543,24.741,55.853,5.927,36.7,10.058,34.949,12.472,43.202,33.143,125.519,23.503,41.719,23.835,22.919,0,1277.619,0.023,11.144,156.994,17.759,18.924,22.636,504.888,-515.188,5761.935
"TTL_H53",5.499,0.105,0.409,2.821,11.11,0.39,0.228,0.124,5.565,2.603,0.422,2.987,1.243,1.81,0.909,1.203,1.24,0.533,0.067,1.006,0.736,0.794,2.054,0.895,0.018,0.214,2.242,7.942,3.107,10.724,206.247,8.892,0.031,1.219,8.338,80.591,12.883,5.04,36.295,6.238,104.772,11.659,26.629,12.994,105.265,20.812,22.459,13.165,14.751,0,201.205,0.003,0.105,0.912,0.499,7.525,3.766,51.098,-157.058,875.337
"TTL_I",18.737,1.628,1.987,15.136,131.237,12.638,2.47,0.985,60.848,22.226,3.282,14.023,26.105,26.404,8.007,18.433,14.641,9.742,1.124,13.918,9.084,11.653,16.436,6.112,0.166,2.374,18.296,44.687,24.177,164.207,663.453,125.269,1.086,51.002,39.507,7.35,137.528,28.954,56.952,53.916,244.952,58.947,189.122,107.848,540.727,246.655,352.939,176.917,86.568,0,21148.359,26.811,81.968,4.56,0.229,1829.817,1413.753,0.083,-1848.162,26527.876
"TTL_J58T60",3.311,0.043,0.184,0.682,5.291,0.248,0.115,0.04,8.513,1.315,0.174,2.172,2.757,4.416,1.081,2.009,0.879,0.45,0.05,0.453,0.597,0.655,0.857,0.519,0.014,0.22,1.231,1.681,0.901,5.043,31.383,4.181,0.033,1.303,1,0.311,9.939,137.636,45.408,7.338,8.334,4.2,171.816,4.737,17.785,13.947,7.579,27.359,2.7,0,921.306,3.785,77.462,290.35,3.263,24.943,13.526,139.705,-294.429,1722.801
"TTL_J61",11.522,0.621,2.34,16.046,110.115,1.823,1.389,0.501,25.917,11.347,1.965,9.819,11.614,7.745,5.351,5.818,6.77,3.099,0.53,6.184,7.054,5.683,11.506,6.543,0.086,1.218,13.689,23.516,10.65,81.409,429.44,47.909,0.306,7.096,20.46,8.969,69.846,44.434,1173.921,66.803,228.335,69.351,127.165,71.533,373.43,75.572,120.694,67.17,67.158,0,5869.149,0.181,15.258,12.674,1.048,93.268,82.135,58.997,-327.978,9276.192
"TTL_J62_63",9.366,0.363,1.189,13.706,100.32,2.567,1.667,0.51,55.105,12.834,1.87,15.909,19.688,19.848,10.296,9.114,11.422,6.294,0.749,8.527,13.52,10.271,12.951,5.788,0.168,2.16,15.932,54.794,20.57,94.142,481.921,39.8,0.435,13.169,26.754,9.879,44.181,35.711,234.074,517.549,388.564,60.237,188.085,92.079,368.655,104.786,113.106,65.757,45.396,0,171.055,0.467,11.122,2628.113,7.427,7.459,1.149,286.317,-1370.918,5103.971
"TTL_K",300.66,5.385,25.305,89.788,867.983,25.63,11.224,6.579,346.251,93.544,16.135,96.623,199.081,116.204,32.17,68.415,83.926,42.204,6.802,52.058,38.904,50.555,79.961,32.902,0.934,13.183,82.668,263.2,89.596,593.204,1967.587,471.587,3.708,85.798,113.953,18.756,226.771,42.784,203.917,97.025,5982.937,1222.616,337.326,221.325,650.07,192.335,223.154,191.647,140.968,0,11191.688,6.209,60.967,172.198,0.16,89.741,62.113,344.791,-3223.057,24830.148
